timestamp;mouse_id;zone_idx;event
2025-11-08T06:25:01;Souris-06;4;enter
2025-11-08T06:25:01;Souris-02;2;enter
2025-11-08T06:25:01;Souris-08;2;enter
2025-11-08T06:25:02;Souris-04;5;enter
2025-11-08T06:25:02;Souris-05;0;stay
2025-11-08T06:25:02;Souris-02;2;stay
2025-11-08T06:25:02;Souris-08;2;stay
2025-11-08T06:25:02;Souris-01;1;stay
2025-11-08T06:25:02;Souris-06;4;stay
2025-11-08T06:25:03;Souris-04;5;leave
2025-11-08T06:25:03;Souris-04;3;enter
2025-11-08T06:25:03;Souris-07;1;leave
2025-11-08T06:25:03;Souris-07;2;enter
2025-11-08T06:25:03;Souris-04;3;stay
2025-11-08T06:25:04;Souris-07;2;stay
2025-11-08T06:25:04;Souris-02;2;leave
2025-11-08T06:25:04;Souris-02;3;enter
2025-11-08T06:25:04;Souris-08;2;leave
2025-11-08T06:25:04;Souris-08;4;enter
2025-11-08T06:25:04;Souris-02;3;stay
2025-11-08T06:25:04;Souris-08;4;stay
2025-11-08T06:25:04;Souris-07;2;leave
2025-11-08T06:25:05;Souris-07;2;enter
2025-11-08T06:25:06;Souris-07;2;stay
2025-11-08T06:25:06;Souris-01;1;leave
2025-11-08T06:25:06;Souris-03;1;leave
2025-11-08T06:25:06;Souris-01;1;enter
2025-11-08T06:25:06;Souris-03;1;enter
2025-11-08T06:25:07;Souris-01;1;stay
2025-11-08T06:25:07;Souris-03;1;stay
2025-11-08T06:25:10;Souris-05;0;leave
2025-11-08T06:25:10;Souris-05;3;enter
2025-11-08T06:25:11;Souris-05;3;stay
2025-11-08T06:25:12;Souris-06;4;leave
2025-11-08T06:25:12;Souris-06;7;enter
2025-11-08T06:25:12;Souris-03;1;leave
2025-11-08T06:25:12;Souris-03;3;enter
2025-11-08T06:25:12;Souris-01;1;leave
2025-11-08T06:25:12;Souris-01;2;enter
2025-11-08T06:25:12;Souris-02;3;leave
2025-11-08T06:25:12;Souris-02;5;enter
2025-11-08T06:25:12;Souris-04;3;leave
2025-11-08T06:25:12;Souris-04;0;enter
2025-11-08T06:25:12;Souris-08;4;leave
2025-11-08T06:25:13;Souris-08;4;enter
2025-11-08T06:25:13;Souris-06;7;stay
2025-11-08T06:25:13;Souris-01;2;stay
2025-11-08T06:25:13;Souris-02;5;stay
2025-11-08T06:25:13;Souris-04;0;stay
2025-11-08T06:25:13;Souris-03;3;leave
2025-11-08T06:25:13;Souris-05;3;leave
2025-11-08T06:25:13;Souris-03;3;enter
2025-11-08T06:25:13;Souris-05;3;enter
2025-11-08T06:25:13;Souris-08;4;leave
2025-11-08T06:25:14;Souris-03;3;stay
2025-11-08T06:25:14;Souris-05;3;stay
2025-11-08T06:25:14;Souris-08;6;enter
2025-11-08T06:25:14;Souris-07;2;leave
2025-11-08T06:25:14;Souris-07;5;enter
2025-11-08T06:25:14;Souris-08;6;stay
2025-11-08T06:25:15;Souris-07;5;stay
2025-11-08T06:25:18;Souris-04;0;leave
2025-11-08T06:25:19;Souris-04;0;enter
2025-11-08T06:25:19;Souris-06;7;leave
2025-11-08T06:25:19;Souris-04;0;stay
2025-11-08T06:25:19;Souris-06;7;enter
2025-11-08T06:25:20;Souris-06;7;leave
2025-11-08T06:25:21;Souris-06;7;enter
2025-11-08T06:25:21;Souris-05;3;leave
2025-11-08T06:25:21;Souris-05;6;enter
2025-11-08T06:25:21;Souris-05;6;stay
2025-11-08T06:25:21;Souris-02;5;leave
2025-11-08T06:25:21;Souris-02;1;enter
2025-11-08T06:25:21;Souris-06;7;stay
2025-11-08T06:25:22;Souris-02;1;stay
2025-11-08T06:25:22;Souris-03;3;leave
2025-11-08T06:25:22;Souris-03;3;enter
2025-11-08T06:25:22;Souris-06;7;leave
2025-11-08T06:25:22;Souris-06;2;enter
2025-11-08T06:25:22;Souris-04;0;leave
2025-11-08T06:25:23;Souris-01;2;leave
2025-11-08T06:25:23;Souris-01;3;enter
2025-11-08T06:25:23;Souris-03;3;stay
2025-11-08T06:25:23;Souris-04;4;enter
2025-11-08T06:25:23;Souris-06;2;leave
2025-11-08T06:25:24;Souris-06;2;enter
2025-11-08T06:25:24;Souris-04;4;stay
2025-11-08T06:25:24;Souris-03;3;leave
2025-11-08T06:25:24;Souris-03;6;enter
2025-11-08T06:25:24;Souris-01;3;stay
2025-11-08T06:25:24;Souris-06;2;stay
2025-11-08T06:25:24;Souris-08;6;leave
2025-11-08T06:25:24;Souris-08;5;enter
2025-11-08T06:25:24;Souris-07;5;leave
2025-11-08T06:25:24;Souris-07;1;enter
2025-11-08T06:25:24;Souris-03;6;stay
2025-11-08T06:25:25;Souris-07;1;stay
2025-11-08T06:25:25;Souris-08;5;stay
2025-11-08T06:25:25;Souris-06;2;leave
2025-11-08T06:25:26;Souris-06;2;enter
2025-11-08T06:25:26;Souris-06;2;stay
2025-11-08T06:25:26;Souris-04;4;leave
2025-11-08T06:25:27;Souris-04;4;enter
2025-11-08T06:25:27;Souris-04;4;stay
2025-11-08T06:25:29;Souris-08;5;leave
2025-11-08T06:25:30;Souris-08;5;enter
2025-11-08T06:25:30;Souris-02;1;leave
2025-11-08T06:25:30;Souris-02;2;enter
2025-11-08T06:25:31;Souris-08;5;stay
2025-11-08T06:25:31;Souris-05;6;leave
2025-11-08T06:25:31;Souris-05;7;enter
2025-11-08T06:25:31;Souris-02;2;stay
2025-11-08T06:25:31;Souris-03;6;leave
2025-11-08T06:25:31;Souris-08;5;leave
2025-11-08T06:25:31;Souris-05;7;leave
2025-11-08T06:25:32;Souris-01;3;leave
2025-11-08T06:25:32;Souris-01;2;enter
2025-11-08T06:25:33;Souris-01;2;stay
2025-11-08T06:25:33;Souris-06;2;leave
2025-11-08T06:25:33;Souris-06;3;enter
2025-11-08T06:25:34;Souris-04;4;leave
2025-11-08T06:25:34;Souris-04;3;enter
2025-11-08T06:25:34;Souris-06;3;stay
2025-11-08T06:25:34;Souris-04;3;stay
2025-11-08T06:25:35;Souris-03;0;enter
2025-11-08T06:25:35;Souris-07;1;leave
2025-11-08T06:25:36;Souris-03;0;stay
2025-11-08T06:25:39;Souris-05;1;enter
2025-11-08T06:25:39;Souris-02;2;leave
2025-11-08T06:25:39;Souris-02;1;enter
2025-11-08T06:25:39;Souris-05;1;stay
2025-11-08T06:25:40;Souris-02;1;stay
2025-11-08T06:25:42;Souris-06;3;leave
2025-11-08T06:25:42;Souris-06;2;enter
2025-11-08T06:25:42;Souris-06;2;stay
2025-11-08T06:25:44;Souris-03;0;leave
2025-11-08T06:25:44;Souris-03;2;enter
2025-11-08T06:25:44;Souris-04;3;leave
2025-11-08T06:25:44;Souris-04;0;enter
2025-11-08T06:25:44;Souris-01;2;leave
2025-11-08T06:25:44;Souris-04;0;stay
2025-11-08T06:25:44;Souris-03;2;stay
2025-11-08T06:25:49;Souris-02;1;leave
2025-11-08T06:25:49;Souris-05;1;leave
2025-11-08T06:25:50;Souris-06;2;leave
2025-11-08T06:25:50;Souris-06;0;enter
2025-11-08T06:25:50;Souris-06;0;stay
2025-11-08T06:25:52;Souris-01;3;enter
2025-11-08T06:25:52;Souris-03;2;leave
2025-11-08T06:25:52;Souris-03;3;enter
2025-11-08T06:25:52;Souris-01;3;stay
2025-11-08T06:25:53;Souris-03;3;stay
2025-11-08T06:25:55;Souris-04;0;leave
2025-11-08T06:25:55;Souris-04;4;enter
2025-11-08T06:25:55;Souris-04;4;stay
2025-11-08T06:25:58;Souris-02;4;enter
2025-11-08T06:25:59;Souris-02;4;stay
2025-11-08T06:26:00;Souris-05;0;enter
2025-11-08T06:26:00;Souris-05;0;stay
2025-11-08T06:26:02;Souris-03;3;leave
2025-11-08T06:26:02;Souris-03;1;enter
2025-11-08T06:26:02;Souris-06;0;leave
2025-11-08T06:26:02;Souris-03;1;stay
2025-11-08T06:26:03;Souris-01;3;leave
2025-11-08T06:26:03;Souris-01;4;enter
2025-11-08T06:26:03;Souris-01;4;stay
2025-11-08T06:26:03;Souris-04;4;leave
2025-11-08T06:26:03;Souris-04;3;enter
2025-11-08T06:26:03;Souris-08;1;enter
2025-11-08T06:26:04;Souris-08;1;stay
2025-11-08T06:26:04;Souris-04;3;stay
2025-11-08T06:26:06;Souris-07;4;enter
2025-11-08T06:26:07;Souris-07;4;stay
2025-11-08T06:26:07;Souris-02;4;leave
2025-11-08T06:26:07;Souris-02;2;enter
2025-11-08T06:26:07;Souris-02;2;stay
2025-11-08T06:26:08;Souris-05;0;leave
2025-11-08T06:26:08;Souris-05;1;enter
2025-11-08T06:26:08;Souris-05;1;stay
2025-11-08T06:26:12;Souris-03;1;leave
2025-11-08T06:26:12;Souris-06;1;enter
2025-11-08T06:26:12;Souris-08;1;leave
2025-11-08T06:26:12;Souris-08;0;enter
2025-11-08T06:26:13;Souris-06;1;stay
2025-11-08T06:26:13;Souris-08;0;stay
2025-11-08T06:26:14;Souris-01;4;leave
2025-11-08T06:26:16;Souris-02;2;leave
2025-11-08T06:26:16;Souris-02;0;enter
2025-11-08T06:26:16;Souris-04;3;leave
2025-11-08T06:26:16;Souris-04;1;enter
2025-11-08T06:26:17;Souris-02;0;stay
2025-11-08T06:26:17;Souris-04;1;stay
2025-11-08T06:26:17;Souris-05;1;leave
2025-11-08T06:26:17;Souris-05;3;enter
2025-11-08T06:26:18;Souris-05;3;stay
2025-11-08T06:26:18;Souris-07;4;leave
2025-11-08T06:26:22;Souris-03;0;enter
2025-11-08T06:26:22;Souris-01;3;enter
2025-11-08T06:26:22;Souris-08;0;leave
2025-11-08T06:26:23;Souris-03;0;stay
2025-11-08T06:26:23;Souris-01;3;stay
2025-11-08T06:26:24;Souris-06;1;leave
2025-11-08T06:26:24;Souris-06;0;enter
2025-11-08T06:26:25;Souris-06;0;stay
2025-11-08T06:26:25;Souris-02;0;leave
2025-11-08T06:26:25;Souris-04;1;leave
2025-11-08T06:26:29;Souris-05;3;leave
2025-11-08T06:26:33;Souris-01;3;leave
2025-11-08T06:26:33;Souris-02;4;enter
2025-11-08T06:26:33;Souris-06;0;leave
2025-11-08T06:26:34;Souris-03;0;leave
2025-11-08T06:26:34;Souris-03;2;enter
2025-11-08T06:26:34;Souris-02;4;stay
2025-11-08T06:26:34;Souris-08;4;enter
2025-11-08T06:26:35;Souris-08;4;stay
2025-11-08T06:26:35;Souris-03;2;stay
2025-11-08T06:26:38;Souris-05;1;enter
2025-11-08T06:26:39;Souris-05;1;stay
2025-11-08T06:26:40;Souris-07;0;enter
2025-11-08T06:26:40;Souris-07;0;stay
2025-11-08T06:26:43;Souris-03;2;leave
2025-11-08T06:26:43;Souris-03;4;enter
2025-11-08T06:26:43;Souris-03;4;stay
2025-11-08T06:26:44;Souris-01;0;enter
2025-11-08T06:26:45;Souris-01;0;stay
2025-11-08T06:26:45;Souris-02;4;leave
2025-11-08T06:26:46;Souris-08;4;leave
2025-11-08T06:26:46;Souris-08;0;enter
2025-11-08T06:26:46;Souris-08;0;stay
2025-11-08T06:26:48;Souris-04;1;enter
2025-11-08T06:26:48;Souris-04;1;stay
2025-11-08T06:26:50;Souris-07;0;leave
2025-11-08T06:26:50;Souris-07;1;enter
2025-11-08T06:26:50;Souris-07;1;stay
2025-11-08T06:26:50;Souris-05;1;leave
2025-11-08T06:26:53;Souris-03;4;leave
2025-11-08T06:26:54;Souris-02;3;enter
2025-11-08T06:26:55;Souris-02;3;stay
2025-11-08T06:26:55;Souris-08;0;leave
2025-11-08T06:26:55;Souris-08;2;enter
2025-11-08T06:26:55;Souris-06;3;enter
2025-11-08T06:26:55;Souris-01;0;leave
2025-11-08T06:26:56;Souris-08;2;stay
2025-11-08T06:26:56;Souris-06;3;stay
2025-11-08T06:26:56;Souris-04;1;leave
2025-11-08T06:26:56;Souris-04;2;enter
2025-11-08T06:26:57;Souris-04;2;stay
2025-11-08T06:27:00;Souris-07;1;leave
2025-11-08T06:27:00;Souris-07;4;enter
2025-11-08T06:27:01;Souris-07;4;stay
2025-11-08T06:27:01;Souris-05;4;enter
2025-11-08T06:27:02;Souris-05;4;stay
2025-11-08T06:27:03;Souris-03;0;enter
2025-11-08T06:27:03;Souris-08;2;leave
2025-11-08T06:27:03;Souris-08;0;enter
2025-11-08T06:27:03;Souris-02;3;leave
2025-11-08T06:27:03;Souris-02;4;enter
2025-11-08T06:27:03;Souris-03;0;stay
2025-11-08T06:27:04;Souris-02;4;stay
2025-11-08T06:27:04;Souris-08;0;stay
2025-11-08T06:27:04;Souris-06;3;leave
2025-11-08T06:27:08;Souris-04;2;leave
2025-11-08T06:27:10;Souris-05;4;leave
2025-11-08T06:27:10;Souris-05;1;enter
2025-11-08T06:27:11;Souris-05;1;stay
2025-11-08T06:27:12;Souris-07;4;leave
2025-11-08T06:27:12;Souris-07;0;enter
2025-11-08T06:27:13;Souris-07;0;stay
2025-11-08T06:27:13;Souris-03;0;leave
2025-11-08T06:27:14;Souris-06;1;enter
2025-11-08T06:27:14;Souris-01;3;enter
2025-11-08T06:27:14;Souris-08;0;leave
2025-11-08T06:27:14;Souris-08;3;enter
2025-11-08T06:27:14;Souris-02;4;leave
2025-11-08T06:27:14;Souris-02;0;enter
2025-11-08T06:27:15;Souris-01;3;stay
2025-11-08T06:27:15;Souris-08;3;stay
2025-11-08T06:27:15;Souris-02;0;stay
2025-11-08T06:27:15;Souris-06;1;stay
2025-11-08T06:27:17;Souris-05;1;leave
2025-11-08T06:27:17;Souris-06;1;leave
2025-11-08T06:27:18;Souris-05;1;enter
2025-11-08T06:27:18;Souris-06;1;enter
2025-11-08T06:27:18;Souris-05;1;stay
2025-11-08T06:27:18;Souris-06;1;stay
2025-11-08T06:27:19;Souris-05;1;leave
2025-11-08T06:27:19;Souris-05;2;enter
2025-11-08T06:27:20;Souris-05;2;stay
2025-11-08T06:27:21;Souris-07;0;leave
2025-11-08T06:27:21;Souris-07;4;enter
2025-11-08T06:27:21;Souris-07;4;stay
2025-11-08T06:27:23;Souris-03;3;enter
2025-11-08T06:27:23;Souris-03;3;stay
2025-11-08T06:27:24;Souris-06;1;leave
2025-11-08T06:27:25;Souris-01;3;leave
2025-11-08T06:27:26;Souris-08;3;leave
2025-11-08T06:27:27;Souris-04;2;enter
2025-11-08T06:27:27;Souris-02;0;leave
2025-11-08T06:27:27;Souris-02;4;enter
2025-11-08T06:27:28;Souris-04;2;stay
2025-11-08T06:27:28;Souris-02;4;stay
2025-11-08T06:27:30;Souris-03;3;leave
2025-11-08T06:27:31;Souris-03;3;enter
2025-11-08T06:27:31;Souris-03;3;stay
2025-11-08T06:27:31;Souris-05;2;leave
2025-11-08T06:27:31;Souris-05;4;enter
2025-11-08T06:27:31;Souris-07;4;leave
2025-11-08T06:27:32;Souris-05;4;stay
2025-11-08T06:27:32;Souris-06;3;enter
2025-11-08T06:27:33;Souris-06;3;stay
2025-11-08T06:27:34;Souris-03;3;leave
2025-11-08T06:27:36;Souris-04;2;leave
2025-11-08T06:27:36;Souris-04;0;enter
2025-11-08T06:27:36;Souris-01;0;enter
2025-11-08T06:27:36;Souris-08;0;enter
2025-11-08T06:27:36;Souris-02;4;leave
2025-11-08T06:27:36;Souris-02;2;enter
2025-11-08T06:27:36;Sou;0;enter
2025-11-08T06:27:36;Souris-01;0;stay
2025-11-08T06:27:36;Souris-04;0;stay
2025-11-08T06:27:36;Souris-08;0;stay
2025-11-08T06:27:37;Souris-02;2;stay
2025-11-08T06:27:37;Sou;0;leave
2025-11-08T06:27:39;Souris-05;4;leave
2025-11-08T06:27:42;Souris-06;3;leave
2025-11-08T06:27:42;Souris-06;4;enter
2025-11-08T06:27:42;Souri;2;enter
2025-11-08T06:27:42;Souris-06;4;stay
2025-11-08T06:27:43;Souri;2;leave
2025-11-08T06:27:44;Souris-03;4;enter
2025-11-08T06:27:44;Souris-03;4;stay
2025-11-08T06:27:44;Souris-01;0;leave
2025-11-08T06:27:44;Souris-01;3;enter
2025-11-08T06:27:45;Souris-08;0;leave
2025-11-08T06:27:45;Souris-08;2;enter
2025-11-08T06:27:45;Souris-01;3;stay
2025-11-08T06:27:46;Souris-08;2;stay
2025-11-08T06:27:46;Souris-02;2;leave
2025-11-08T06:27:47;Souris-04;0;leave
2025-11-08T06:27:47;Souris-04;4;enter
2025-11-08T06:27:48;Souris-04;4;stay
2025-11-08T06:27:49;Souris-01;3;leave
2025-11-08T06:27:49;Souris-01;2;enter
2025-11-08T06:27:49;Souris-07;2;enter
2025-11-08T06:27:49;Souris-05;1;enter
2025-11-08T06:27:49;Souris-08;2;leave
2025-11-08T06:27:49;Souris-05;1;stay
2025-11-08T06:27:49;Souris-08;2;enter
2025-11-08T06:27:49;Souris-01;2;leave
2025-11-08T06:27:49;Souris-01;3;enter
2025-11-08T06:27:49;Souris-07;2;leave
2025-11-08T06:27:49;Souris-07;3;enter
2025-11-08T06:27:50;Souris-08;2;stay
2025-11-08T06:27:50;Souris-01;3;stay
2025-11-08T06:27:50;Souris-07;3;stay
2025-11-08T06:27:51;Souris-06;4;leave
2025-11-08T06:27:55;Souris-08;2;leave
2025-11-08T06:27:55;Souris-01;3;leave
2025-11-08T06:27:55;Souris-03;4;leave
2025-11-08T06:27:56;Souris-04;4;leave
2025-11-08T06:28:00;Souris-06;0;enter
2025-11-08T06:28:00;Souris-07;3;leave
2025-11-08T06:28:01;Souris-06;0;stay
2025-11-08T06:28:01;Souris-05;1;leave
2025-11-08T06:28:01;Souris-05;3;enter
2025-11-08T06:28:01;Souris-05;3;stay
2025-11-08T06:28:02;Souris;0;enter
2025-11-08T06:28:03;Souris;0;leave
2025-11-08T06:28:04;Souris-03;3;enter
2025-11-08T06:28:04;Souris-01;1;enter
2025-11-08T06:28:05;Souris-03;3;stay
2025-11-08T06:28:05;Souris-01;1;stay
2025-11-08T06:28:05;Souris-08;4;enter
2025-11-08T06:28:06;Souris-02;4;enter
2025-11-08T06:28:06;Souris-08;4;stay
2025-11-08T06:28:06;Souris-02;4;stay
2025-11-08T06:28:08;Souris-07;0;enter
2025-11-08T06:28:09;Souris-04;1;enter
2025-11-08T06:28:09;Souris-07;0;stay
2025-11-08T06:28:09;Sour;1;enter
2025-11-08T06:28:09;Souris-01;1;leave
2025-11-08T06:28:09;Souris-04;1;leave
2025-11-08T06:28:10;Souris-01;1;enter
2025-11-08T06:28:10;Souris-04;1;enter
2025-11-08T06:28:10;Sour;1;leave
2025-11-08T06:28:10;Souris-01;1;stay
2025-11-08T06:28:10;Souris-04;1;stay
2025-11-08T06:28:11;Souris-06;0;leave
2025-11-08T06:28:11;Souris-06;2;enter
2025-11-08T06:28:12;Souris-05;3;leave
2025-11-08T06:28:12;Souris-05;4;enter
2025-11-08T06:28:12;Souris-06;2;stay
2025-11-08T06:28:12;Souris-05;4;stay
2025-11-08T06:28:14;Souris-03;3;leave
2025-11-08T06:28:15;Souris-02;4;leave
2025-11-08T06:28:15;Souris-02;2;enter
2025-11-08T06:28:15;Souris-08;4;leave
2025-11-08T06:28:15;Souris-01;1;leave
2025-11-08T06:28:16;Souris-02;2;stay
2025-11-08T06:28:17;Souris-07;0;leave
2025-11-08T06:28:17;Souris-07;3;enter
2025-11-08T06:28:17;Souris-07;3;stay
2025-11-08T06:28:17;Souris-03;6;enter
2025-11-08T06:28:17;Souris-08;7;enter
2025-11-08T06:28:17;Souris-05;4;leave
2025-11-08T06:28:18;Souris-03;6;stay
2025-11-08T06:28:18;Souris-08;7;leave
2025-11-08T06:28:19;Souris-08;7;enter
2025-11-08T06:28:19;Souris-04;1;leave
2025-11-08T06:28:19;Souris-04;3;enter
2025-11-08T06:28:19;Souris-04;3;stay
2025-11-08T06:28:19;Souris-08;7;stay
2025-11-08T06:28:19;Souris-06;2;leave
2025-11-08T06:28:21;Souris-05;0;enter
2025-11-08T06:28:22;Souris-05;0;stay
2025-11-08T06:28:22;Souris-03;6;leave
2025-11-08T06:28:25;Souris-08;7;leave
2025-11-08T06:28:26;Souris-01;7;enter
2025-11-08T06:28:27;Souris-01;7;stay
2025-11-08T06:28:27;Souris-02;2;leave
2025-11-08T06:28:27;Souris-02;0;enter
2025-11-08T06:28:27;Souris-07;3;leave
2025-11-08T06:28:28;Souris-02;0;stay
2025-11-08T06:28:29;Souris-04;3;leave
2025-11-08T06:28:29;Souris-04;2;enter
2025-11-08T06:28:29;Souris-01;7;leave
2025-11-08T06:28:29;Souris-06;1;enter
2025-11-08T06:28:29;Souris-04;2;stay
2025-11-08T06:28:30;Souris-06;1;stay
2025-11-08T06:28:30;Souris-03;0;enter
2025-11-08T06:28:31;Souris-03;0;stay
2025-11-08T06:28:31;Souris-05;0;leave
2025-11-08T06:28:31;Souris-05;2;enter
2025-11-08T06:28:32;Souris-05;2;stay
2025-11-08T06:28:35;Souris-08;1;enter
2025-11-08T06:28:35;Souris-08;1;stay
2025-11-08T06:28:36;Souris-02;0;leave
2025-11-08T06:28:37;Souris-01;0;enter
2025-11-08T06:28:38;Souris-01;0;stay
2025-11-08T06:28:38;Souris-04;2;leave
2025-11-08T06:28:39;Souris-03;0;leave
2025-11-08T06:28:39;Souris-06;1;leave
2025-11-08T06:28:39;Souris-08;1;leave
2025-11-08T06:28:39;Souris-05;2;leave
2025-11-08T06:28:40;Souris-06;1;enter
2025-11-08T06:28:40;Souris-08;1;enter
2025-11-08T06:28:40;Souris-01;0;leave
2025-11-08T06:28:41;Souris-05;2;enter
2025-11-08T06:28:41;Souris-06;1;leave
2025-11-08T06:28:41;Souris-08;1;leave
2025-11-08T06:28:43;Souris-01;0;enter
2025-11-08T06:28:43;Souris-05;2;leave
2025-11-08T06:28:43;Souris-05;0;enter
2025-11-08T06:28:45;Souris-08;2;enter
2025-11-08T06:28:45;Souris-01;0;leave
2025-11-08T06:28:45;Souris-05;0;leave
2025-11-08T06:28:47;Souris-01;0;enter
2025-11-08T06:28:47;Souris-05;0;enter
2025-11-08T06:28:47;Souris-08;2;leave
2025-11-08T06:28:47;Souris-04;2;enter
2025-11-08T06:28:47;Souris-08;2;enter
2025-11-08T06:28:47;Souris-01;0;stay
2025-11-08T06:28:47;Souris-05;0;stay
2025-11-08T06:28:47;Souris-07;0;enter
2025-11-08T06:28:47;Souris-02;1;enter
2025-11-08T06:28:48;Souris-04;2;stay
2025-11-08T06:28:48;Souris-08;2;stay
2025-11-08T06:28:48;Souris-07;0;stay
2025-11-08T06:28:48;Souris-02;1;leave
2025-11-08T06:28:48;Souris-02;1;enter
2025-11-08T06:28:49;Souris-02;1;stay
2025-11-08T06:28:49;Souris-01;0;leave
2025-11-08T06:28:50;Souris-02;1;leave
2025-11-08T06:28:50;Souris-02;1;enter
2025-11-08T06:28:51;Souris-02;1;stay
2025-11-08T06:28:53;Souris-08;2;leave
2025-11-08T06:28:53;Souris-05;0;leave
2025-11-08T06:28:53;Souris-05;2;enter
2025-11-08T06:28:54;Souris-05;2;stay
2025-11-08T06:28:55;Souris-04;2;leave
2025-11-08T06:28:55;Souris-04;0;enter
2025-11-08T06:28:55;Souris-04;0;stay
2025-11-08T06:28:57;Souris-02;1;leave
2025-11-08T06:28:57;Souris-02;2;enter
2025-11-08T06:28:57;Souris-02;2;stay
2025-11-08T06:28:58;S;0;enter
2025-11-08T06:28:58;Souris-03;2;enter
2025-11-08T06:28:59;Souris-03;2;stay
2025-11-08T06:28:59;S;0;leave
2025-11-08T06:28:59;Souris-07;0;leave
2025-11-08T06:29:00;Souris-01;1;enter
2025-11-08T06:29:00;Souri;2;enter
2025-11-08T06:29:00;Souris-01;1;stay
2025-11-08T06:29:00;Souris-06;3;enter
2025-11-08T06:29:00;Souri;2;leave
2025-11-08T06:29:01;Souris-06;3;stay
2025-11-08T06:29:03;Souris-08;3;enter
2025-11-08T06:29:04;Souris-08;3;stay
2025-11-08T06:29:04;Souris-04;0;leave
2025-11-08T06:29:05;Souris-05;2;leave
2025-11-08T06:29:05;Souris-05;1;enter
2025-11-08T06:29:06;Souris-05;1;stay
2025-11-08T06:29:07;Souris-02;2;leave
2025-11-08T06:29:08;Souris-03;2;leave
2025-11-08T06:29:08;Souris-03;3;enter
2025-11-08T06:29:09;Souris-03;3;stay
2025-11-08T06:29:10;Souris-01;1;leave
2025-11-08T06:29:12;S;3;enter
2025-11-08T06:29:12;Souris-06;3;leave
2025-11-08T06:29:13;S;3;leave
2025-11-08T06:29:16;Souris-02;3;enter
2025-11-08T06:29:16;Souris-08;3;leave
2025-11-08T06:29:16;Souris-02;3;stay
2025-11-08T06:29:16;Souris-05;1;leave
2025-11-08T06:29:18;Souris-01;1;enter
2025-11-08T06:29:19;Souris-01;1;stay
